trajectory_source,subset,contrast,metric,et_measure,n_items,spearman_rho,spearman_p,pearson_r,pearson_p,spearman_p_fdr,spearman_fdr_sig
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,cumulative_kl,gz,24,-0.08608695652173912,0.6891799258775774,-0.1325650190860686,0.5369055096102668,0.9629111443916741,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,sampler_cumulative_kl,gz,24,-0.13652173913043478,0.5247096194478427,-0.13124263186585233,0.5410108562983935,0.9399802159645294,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,steps_taken,gp,24,-0.05013094740887995,0.8160519476185345,0.1606603818929987,0.45328644275182384,0.9891671285147632,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_surprisal,gp,24,-0.2078260869565217,0.3298186178055177,-0.2640546805863372,0.21246536119568116,0.8420339717772517,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_entropy,gp,24,0.00608695652173913,0.9774802016477158,0.204366956944793,0.3381110437736638,1.0,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_sampler_entropy,gp,24,-0.08347826086956521,0.6981606006787421,-0.0401605824674328,0.8521957384767973,0.9629111443916741,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_sampler_p_target,gp,24,0.31304347826086953,0.13636745841746564,0.07182216665886015,0.738754579777638,0.7724427881730861,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,cumulative_kl,gp,24,0.07043478260869565,0.7436342012968032,0.029247471895061418,0.8920881792785664,0.980396660005651,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,sampler_cumulative_kl,gp,24,0.09130434782608696,0.671341269564641,0.13942056034590417,0.5158591180669022,0.9629111443916741,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,steps_taken,tt,24,-0.12118611634494458,0.5726991406538589,0.07769485294568054,0.7182097110124037,0.9454581837031366,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_surprisal,tt,24,0.01652173913043478,0.9389228669455103,-0.06258748962195618,0.7714097447285282,1.0,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_entropy,tt,24,-0.010434782608695651,0.9614038727773804,0.1147853405560502,0.5932844809806818,1.0,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_sampler_entropy,tt,24,0.06434782608695652,0.7651539392008924,0.08086479589728546,0.7071972769513174,0.9832494710692453,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_sampler_p_target,tt,24,0.3652173913043478,0.07927989061008897,-0.11039802250802337,0.6075735740836865,0.7005764798919666,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,cumulative_kl,tt,24,-0.08695652173913042,0.6861953252985288,0.019766715625197454,0.9269555798714778,0.9629111443916741,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,sampler_cumulative_kl,tt,24,-0.1226086956521739,0.5681672657020507,-0.005573524061779182,0.9793793265678243,0.9454581837031366,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,steps_taken,regin,24,-0.2746304075442989,0.19403760189633384,-0.20949120085597073,0.32587098325754354,0.7724427881730861,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_surprisal,regin,24,0.34695652173913033,0.09670236783045817,0.24661242085706628,0.24535506556498665,0.7373556066060333,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_entropy,regin,24,-0.2652173913043478,0.21038389787314837,-0.19663732849794113,0.35708567936145097,0.7724427881730861,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_sampler_entropy,regin,24,0.09913043478260869,0.6449056390307348,0.14281198190174477,0.5055969352263014,0.9629111443916741,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,final_sampler_p_target,regin,24,0.03652173913043478,0.8654631927363388,-0.2937221293533484,0.16359696620573877,0.9891671285147632,False
critical_position,ClassicGP,MVRR_AMB-MVRR_UAMB,cumulative_kl,regin,24,-0.22434782608695653,0.2919232059452402,-0.11096706392694611,0.6057122184720771,0.8219523991034429,False
